id,version,address,bathroom,bedroom,city,finished_sq_ft,last_sold_date,last_sold_price,latitude,longitude,lot_size_sq_ft,state,tax_assesment,tax_assesment_year,total_room,use_code,year_built,zest_amt,zest_high,zest_low,zest_percentile,zest_value_change,zipcode,zpid
74,0,"1686 Salamoni Ct",2.5,3,"San Jose",1949,09/16/2005,626000,37.36917,-121.872068,1949,CA,501000,2012,8,SingleFamily,2005,585526,620658,550394,0,-1199,95133,69299487
75,0,"1133 Waterton Ln",1,1,"San Jose",1742,03/29/1999,165000,37.376163,-121.872325,1742,CA,205930,2012,5,Condominium,1979,309553,362177,241451,0,3078,95131,19566596
76,0,"648 Cedarville Ln",2.5,3,"San Jose",1409,10/02/2012,460000,37.376426,-121.851518,1409,CA,129466,2012,7,Townhouse,2008,604664,640944,574431,0,10927,95133,89473121
77,0,"598 Cedarville Ln",3.5,3,"San Jose",1809,10/27/2011,12500000,37.376877,-121.852245,1809,CA,340000,2012,8,Townhouse,2008,668866,722375,615357,0,7958,95133,89473302
78,0,"3980 Ellmar Oaks Dr",1,1,"San Jose",0,0,0,37.273923,-121.845199,0,CA,0,0,0,Apartment,1986,0,0,0,0,0,95136,2116677877
79,0,"383 Vista Roma Way",0,0,"San Jose",0,0,0,37.275892,-121.849219,0,CA,0,0,0,Unknown,0,0,0,0,0,0,95136,2123824771
80,0,"181 Rawls Ct",1,1,"San Jose",122404,0,0,37.222808,-121.769256,122404,CA,0,0,0,Condominium,1993,275735,397058,220588,0,-743,95139,82957536
81,0,"7150 Calero Hills Ct",2,3,"San Jose",2059,01/31/1994,175000,37.225098,-121.773962,2059,CA,236793,2012,6,Condominium,1976,460198,492412,418780,0,2592,95139,19842042
82,0,"192 Sunwood Meadows Pl",2,2,"San Jose",1200,0,0,37.227845,-121.772965,1200,CA,154912,2012,6,Condominium,1985,347162,371463,322861,0,-334,95119,19841612
83,0,"155 Hollis Ave",1,1,Campbell,12500,05/27/2005,1513500,37.277302,-121.952664,12500,CA,1500000,2012,0,MultiFamily2To4,1968,817506,899257,752106,0,28899,95008,82949426
84,0,"200 Hollis Ave",1,2,Campbell,85378,0,0,37.276733,-121.953233,85378,CA,8702018,2012,0,Apartment,1970,0,0,0,0,0,95008,82953335
85,0,"240 Hollis Ave",0,0,Campbell,51836,02/12/2009,2350000,37.276757,-121.954546,51836,CA,5067336,2012,0,MultiFamily2To4,1969,5434165,7879539,4075624,0,-241314,95008,82952148
86,0,"710 Nido Dr",1,1,Campbell,169448,06/28/2013,27600000,37.277104,-121.951504,169448,CA,3003075,2012,0,MultiFamily2To4,1972,3003074,4594703,2072121,0,-1,95008,82948761
87,0,"401 Rogell Ct",5,7,"San Mateo",6080,12/14/1999,594000,37.579628,-122.322284,6080,CA,741382,2013,16,MultiFamily2To4,1960,1362839,1540008,1158413,0,4490,94401,82960131
88,0,"420 N Bayshore Blvd",1,0,"San Mateo",27090,0,0,37.580272,-122.323116,27090,CA,2218681,2013,100,MultiFamily2To4,1964,731888,966092,468408,0,-16209,94401,82950902
89,0,"1000 E Poplar Ave",7,120,"San Mateo",93654,0,0,37.578825,-122.32544,93654,CA,12000000,2013,270,MultiFamily2To4,1963,1712665,2312098,1164612,0,49528,94401,82948780
